Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,HouseAge,RemodAge,GarageAge,OverallScore,SFPerRoom,GarageAreaPerCar,LotAreaPerSF,TotalPorchSF,HasPool,HasFireplace,HasBsmt,HasGarage,HasMasVnr,SalePrice_log
11,2.995732273553991,3,4.248495242049359,9.323669057283185,1,1,3,3,0,4,0,19,2,2,0,2,5,5,1965,1965,3,1,6,6,2,0.0,3,3,1,3,3,3,5,6.810142450115136,6,0.0,4.90527477843843,1040.0,1,5,1,4,6.946975992135418,0.0,0.0,6.946975992135418,1,0.0,1,0,3,0.6931471805599453,3,5,6,0,0,5,1965.0,3,1,384,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,0.0,2,2008,8,4,129500.0,7.640123172695364,2,43,43,3.784189633918261,10,5.337538079701318,384.0,2.3766930651477676,0.0,0.0,0,0.6931471805599453,0.6931471805599453,0,11.771443882099637
12,4.0943445622221,3,4.442651256490317,9.386308454797962,1,1,0,3,0,4,0,16,2,2,0,5,9,5,2005,2006,3,1,14,15,3,5.659482215759621,5,3,2,5,3,3,2,6.906754778648554,6,0.0,5.181783550292085,1175.0,1,5,1,4,7.074963197966044,7.04141166379481,0.0,7.751045117971802,1,0.0,3,0,4,0.6931471805599453,5,11,6,2,4,3,2005.0,0,3,736,3,3,2,4.997212273764115,3.091042453358316,0.0,0.0,0.0,0.0,0,4,1,0.0,7,2006,6,5,345000.0,8.160232492367689,4,1,0,0.6931471805599453,14,5.353149845173431,245.33333333333334,1.6352633368261602,5.1298987149230735,0.0,1,0.6931471805599453,0.6931471805599453,1,12.75130259456002
13,2.995732273553991,3,4.2626798770413155,9.470240063415512,1,1,1,3,0,4,0,19,2,2,0,2,5,6,1962,1962,3,1,6,10,2,0.0,3,3,1,3,3,3,0,6.6039438246004725,6,0.0,5.170483995038151,912.0,1,3,1,4,6.815639990074331,0.0,0.0,6.815639990074331,1,0.0,1,0,2,0.6931471805599453,3,4,6,0,0,5,1962.0,3,1,352,3,3,2,4.948759890378168,0.0,0.0,0.0,5.176149732573829,0.0,0,4,1,0.0,9,2008,8,4,144000.0,7.508787170634276,2,46,46,3.8501476017100584,11,5.429345628954441,352.0,2.6546000733411805,5.75890177387728,0.0,0,0.6931471805599453,0.6931471805599453,0,11.87757552297847
14,2.995732273553991,3,4.51085950651685,9.273502946933823,1,1,0,3,0,4,0,5,2,2,0,2,7,5,2006,2007,1,1,12,13,3,5.726847747587197,4,3,2,4,3,0,6,0.0,6,0.0,7.3098814858247865,1494.0,1,5,1,4,7.309212365692763,0.0,0.0,7.309212365692763,0,0.0,2,0,3,0.6931471805599453,4,7,6,1,4,1,2006.0,2,3,840,3,3,2,5.081404364984463,3.5263605246161616,0.0,0.0,0.0,0.0,0,4,1,0.0,8,2007,6,5,279500.0,8.002359546252707,2,1,0,0.6931471805599453,12,5.363302216637449,280.0,1.9642905812410603,5.267858159063328,0.0,1,0.6931471805599453,0.6931471805599453,1,12.540761149388421
15,2.995732273553991,3,4.290459441148391,9.298351249298896,1,1,0,3,0,0,0,12,2,2,0,2,6,5,1960,1960,3,1,8,8,1,5.3612921657094255,3,3,1,3,3,3,1,6.598509028614515,6,0.0,6.255750041753367,1253.0,1,3,1,4,7.133295954896068,0.0,0.0,7.133295954896068,1,0.0,1,1,2,0.6931471805599453,3,5,6,1,2,1,1960.0,2,1,352,3,3,2,0.0,5.365976015021851,5.176149732573829,0.0,0.0,0.0,0,1,1,0.0,5,2008,8,4,157000.0,7.826443135456014,3,48,48,3.8918202981106265,11,5.523858042461968,352.0,2.1650552944028276,5.966146739123692,0.0,1,0.6931471805599453,0.6931471805599453,1,11.964007453736912
16,3.8066624897703196,4,3.9318256327243257,8.719317375506371,1,1,3,3,0,0,0,3,2,2,0,1,7,8,1929,2001,1,1,13,14,2,0.0,3,3,0,3,3,3,6,0.0,6,0.0,6.725033642166843,832.0,1,5,1,0,6.74993119378857,0.0,0.0,6.74993119378857,0,0.0,1,0,2,0.6931471805599453,3,5,6,0,0,5,1991.0,3,2,576,3,3,2,3.8918202981106265,4.727387818712341,0.0,0.0,0.0,0.0,0,0,1,0.0,7,2007,8,4,132000.0,7.430114138561801,1,78,6,2.833213344056216,15,5.14049328135447,288.0,1.969386181717802,5.081404364984463,0.0,0,0.6931471805599453,0.6931471805599453,0,11.790564777297387
17,2.995732273553991,3,4.290459441148391,9.327323087461798,1,1,0,3,0,1,0,12,2,2,0,2,6,7,1970,1970,1,1,13,14,1,5.198497031265826,3,3,1,3,3,3,0,6.361302477572996,6,0.0,6.056784013228625,1004.0,1,5,1,4,6.911747300251674,0.0,0.0,6.911747300251674,1,0.0,1,0,2,0.6931471805599453,3,5,6,1,3,1,1970.0,0,2,480,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,4,3,6.55250788703459,3,2010,8,4,149000.0,7.60489448081162,2,40,40,3.713572066704308,13,5.302309387817574,240.0,2.4155757872101224,0.0,0.0,1,0.6931471805599453,0.6931471805599453,1,11.91170829631447
18,4.499809670330265,3,4.276666119016055,9.286467732363734,1,1,3,3,0,4,0,19,2,2,2,2,4,5,1967,1967,1,1,8,8,2,0.0,3,3,3,0,0,4,4,0.0,4,0.0,0.0,0.0,1,3,1,4,7.16703787691222,0.0,0.0,7.16703787691222,0,0.0,2,0,2,1.0986122886681098,3,6,6,0,0,4,1967.0,3,2,516,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,4,3,6.2166061010848646,10,2006,8,4,90000.0,7.16703787691222,2,39,39,3.6888794541139363,9,5.375278407684165,258.0,2.119429855451514,0.0,0.0,0,0.0,0.6931471805599453,0,11.407576060361786
19,2.995732273553991,3,4.189654742026425,9.524786081697178,1,1,3,3,0,4,0,20,5,2,0,2,5,5,2004,2004,1,1,12,13,2,0.0,3,3,2,3,3,3,2,6.472346294500901,6,0.0,6.150602768446279,1114.0,1,5,1,4,7.01571242048723,0.0,0.0,7.01571242048723,1,0.0,1,1,3,0.6931471805599453,4,6,6,0,0,5,2004.0,3,2,576,3,3,2,0.0,4.634728988229636,0.0,0.0,0.0,0.0,0,4,1,0.0,6,2008,8,4,159000.0,7.708859601047175,3,4,4,1.6094379124341003,10,5.223952951259174,288.0,2.5090736612099493,4.634728988229636,0.0,0,0.6931471805599453,0.6931471805599453,0,11.976665770490767
20,2.995732273553991,3,4.248495242049359,8.930626469173578,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1958,1965,3,1,3,10,2,0.0,3,3,1,3,3,3,3,6.22455842927536,6,0.0,6.26530121273771,1029.0,1,3,1,4,7.199678345691172,0.0,0.0,7.199678345691172,0,0.0,1,0,3,0.6931471805599453,3,6,2,0,0,1,1958.0,3,1,294,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,5,2009,0,0,139000.0,7.769800996003896,1,51,44,3.9512437185814275,11,5.407918876463118,294.0,1.730948123482406,0.0,0.0,0,0.6931471805599453,0.6931471805599453,0,11.842236406331555
21,4.0943445622221,3,4.61512051684126,9.5620530240851,1,1,0,3,0,0,0,16,2,2,0,5,8,5,2005,2006,1,1,12,13,1,5.942799375126701,4,3,2,5,3,0,6,0.0,6,0.0,7.055312843339752,1158.0,1,5,1,4,7.05444965813294,7.105786129481271,0.0,7.773173680482536,0,0.0,3,1,4,0.6931471805599453,4,9,6,1,4,3,2005.0,2,3,853,3,3,2,5.484796933490655,5.043425116919247,0.0,0.0,0.0,0.0,0,4,1,0.0,11,2006,6,5,325300.0,8.170185652879642,4,1,0,0.6931471805599453,13,5.575949103146316,284.3333333333333,1.7888793436025647,5.978885764901122,0.0,1,0.6931471805599453,0.6931471805599453,1,12.692506186542177
22,3.8066624897703196,4,4.04305126783455,8.915835074176277,1,0,3,0,0,4,0,9,2,2,0,1,7,7,1930,1950,1,1,13,14,2,0.0,3,3,2,3,3,3,6,0.0,6,0.0,6.45833828334479,637.0,1,5,1,1,7.010311867307229,0.0,0.0,7.010311867307229,0,0.0,1,0,3,0.6931471805599453,4,6,6,1,4,1,1930.0,3,1,280,3,3,0,0.0,0.0,5.327876168789581,0.0,0.0,0.0,0,0,1,0.0,6,2007,8,4,139400.0,7.4645098346365275,1,77,57,4.356708826689592,14,5.218552398079174,280.0,1.905523206869047,5.327876168789581,0.0,1,0.6931471805599453,0.6931471805599453,0,11.845109950883979
23,2.995732273553991,3,4.31748811353631,9.184201714366488,1,1,3,3,0,4,0,5,2,2,0,2,8,5,2002,2002,3,1,12,13,1,5.641907070938114,4,3,2,4,3,3,6,0.0,6,0.0,7.48324441607385,1777.0,1,5,1,4,7.492760300922379,0.0,0.0,7.492760300922379,0,0.0,2,0,3,0.6931471805599453,4,7,6,1,4,1,2002.0,2,2,534,3,3,2,5.147494476813453,5.075173815233827,0.0,0.0,0.0,0.0,0,4,1,0.0,9,2008,8,4,230000.0,8.18088094199639,2,6,6,1.9459101490553132,13,5.546850151867066,267.0,1.6914414134441087,5.802118375377063,0.0,1,0.6931471805599453,0.6931471805599453,1,12.345838935721968
24,4.787491742782046,4,3.784189633918261,8.348537825386098,1,1,3,3,0,4,0,10,2,2,4,2,5,7,1976,1976,1,1,5,5,2,0.0,3,3,2,4,3,3,2,6.734591659972948,6,0.0,5.303304908059076,1040.0,1,3,1,4,6.966024187106113,0.0,0.0,6.966024187106113,1,0.0,1,0,3,0.6931471805599453,3,6,6,1,3,1,1976.0,3,2,572,3,3,2,4.61512051684126,4.709530201312334,0.0,0.0,0.0,0.0,0,4,1,0.0,6,2007,8,4,129900.0,7.649692623711514,2,31,31,3.4657359027997265,12,5.174264717878057,286.0,1.3825136382799845,5.351858133476067,0.0,1,0.6931471805599453,0.6931471805599453,0,11.774527900858468
25,2.995732273553991,3,4.2626798770413155,9.017483513266844,1,1,0,3,0,4,0,19,2,2,0,2,5,8,1968,2001,1,1,9,10,2,0.0,3,4,1,3,3,2,5,5.241747015059643,0,6.505784060128229,5.3230099791384085,1060.0,1,5,1,4,6.966024187106113,0.0,0.0,6.966024187106113,1,0.0,1,0,3,0.6931471805599453,4,6,6,1,3,1,1968.0,3,1,270,3,3,2,6.008813185442595,4.51085950651685,0.0,0.0,0.0,0.0,0,2,1,0.0,5,2010,8,4,154000.0,7.659171367666058,2,42,9,3.7612001156935624,13,5.174264717878057,270.0,2.0514593261607326,6.208590026096629,0.0,1,0.6931471805599453,0.6931471805599453,0,11.944714374881176
26,2.995732273553991,3,4.700480365792417,9.563107691083898,1,1,3,3,0,0,0,16,2,2,0,2,8,5,2007,2007,1,1,12,13,3,6.46302945692067,4,3,2,4,3,3,6,0.0,6,0.0,7.356918242356021,1566.0,1,5,1,4,7.3777589082278725,0.0,0.0,7.3777589082278725,0,0.0,2,0,3,0.6931471805599453,4,7,6,1,4,1,2007.0,2,3,890,3,3,2,0.0,4.04305126783455,0.0,0.0,0.0,0.0,0,4,1,0.0,7,2009,8,4,256300.0,8.060224240440958,2,2,2,1.0986122886681098,13,5.431848759172559,296.6666666666667,2.1853487828560256,4.04305126783455,0.0,1,0.6931471805599453,0.6931471805599453,1,12.454107814022272
27,2.995732273553991,3,4.0943445622221,8.881836305004146,1,1,3,3,0,0,0,12,2,2,0,2,5,7,1951,2000,1,1,13,14,2,0.0,3,3,1,3,3,2,1,5.459585514144159,5,6.18826412308259,5.198497031265826,900.0,1,3,1,4,6.802394763324311,0.0,0.0,6.802394763324311,0,0.6931471805599453,1,0,3,0.6931471805599453,4,5,6,0,0,5,2005.0,3,2,576,3,3,2,5.407171771460119,3.4965075614664802,0.0,0.0,0.0,0.0,0,4,1,0.0,5,2010,8,4,134800.0,7.495541943884256,2,59,10,1.791759469228055,12,5.19295685089021,288.0,2.0794415416798357,5.541263545158426,0.0,0,0.6931471805599453,0.6931471805599453,0,11.811554895830454
28,2.995732273553991,3,4.584967478670572,9.348187438668308,1,1,3,3,0,4,0,16,2,2,0,2,8,5,2007,2008,1,1,12,13,3,5.303304908059076,4,3,2,5,3,3,2,7.105786129481271,6,0.0,6.18826412308259,1704.0,1,5,1,4,7.440733707389261,0.0,0.0,7.440733707389261,1,0.0,2,0,3,0.6931471805599453,4,7,6,1,4,1,2008.0,2,3,772,3,3,2,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,0,4,1,0.0,5,2010,8,4,306000.0,8.133880887949207,3,3,2,1.0986122886681098,13,5.494823558333947,257.3333333333333,1.9074537312790467,3.9318256327243257,0.0,1,0.6931471805599453,0.6931471805599453,1,12.631343648903034
29,2.995732273553991,3,3.8501476017100584,9.700207901150696,1,1,0,3,0,1,0,12,2,2,0,2,5,6,1957,1997,1,1,8,8,2,0.0,3,3,1,3,3,1,1,7.15305163493748,6,0.0,5.337538079701318,1484.0,1,3,1,4,7.3777589082278725,0.0,0.0,7.3777589082278725,1,0.0,1,0,2,0.6931471805599453,3,6,6,2,4,1,1957.0,2,1,319,3,3,2,5.666426688112432,5.556828061699537,0.0,0.0,0.0,0.0,0,4,1,0.0,12,2006,8,4,207500.0,8.03398273468322,2,49,9,3.912023005428146,11,5.585999438999818,319.0,2.322448992922823,6.304448802421981,0.0,1,0.6931471805599453,0.6931471805599453,0,12.242891437918386
30,3.4011973816621555,4,4.0943445622221,8.752107198329362,1,1,0,3,0,4,0,3,1,7,0,2,4,6,1927,1950,1,1,8,8,2,0.0,3,3,0,3,3,3,6,0.0,6,0.0,6.255750041753367,520.0,1,2,0,4,6.253828811575473,0.0,0.0,6.253828811575473,0,0.0,1,0,1,0.6931471805599453,2,4,6,0,0,5,1920.0,3,1,240,2,3,2,3.912023005428146,0.0,4.477336814478207,0.0,0.0,0.0,0,4,1,0.0,5,2008,8,4,68500.0,6.946975992135418,1,81,58,4.48863636973214,10,4.867534450455582,240.0,2.4982783867538894,4.919980925828125,0.0,0,0.6931471805599453,0.6931471805599453,0,11.134603622683905
31,4.248495242049359,0,3.912023005428146,9.047821442478408,1,2,3,3,0,4,0,9,1,2,0,5,4,4,1920,1950,2,1,3,3,2,0.0,3,2,0,3,3,3,6,0.0,6,0.0,6.476972362889683,649.0,1,3,0,4,6.47543271670409,6.505784060128229,0.0,7.183111701743281,0,0.0,1,0,3,0.6931471805599453,3,6,6,0,0,5,1920.0,3,1,250,3,2,0,0.0,4.007333185232471,5.153291594497779,0.0,0.0,0.0,0,2,1,0.0,7,2008,8,4,40000.0,7.583756300707112,1,88,58,4.48863636973214,8,5.391352232515226,250.0,1.8647097407351267,5.424950017481403,0.0,0,0.6931471805599453,0.6931471805599453,0,10.596659732783579
32,2.995732273553991,3,4.2626798770413155,9.052984561199976,1,1,0,3,0,1,0,19,2,2,0,2,5,6,1966,2006,1,1,6,6,2,0.0,3,3,1,3,3,3,6,0.0,6,0.0,7.113956109566034,1228.0,1,4,1,4,7.113142108707088,0.0,0.0,7.113142108707088,0,0.0,1,1,3,0.6931471805599453,4,6,6,0,0,1,1966.0,3,1,271,3,3,2,0.0,4.189654742026425,0.0,0.0,0.0,0.0,0,2,1,0.0,6,2008,8,4,149350.0,7.806289289267033,2,42,2,3.7612001156935624,11,5.321382639479033,271.0,1.9398424524928883,4.189654742026425,0.0,0,0.6931471805599453,0.6931471805599453,0,11.914054519303125
33,2.995732273553991,3,4.442651256490317,9.310095205113175,1,1,3,3,0,0,0,5,2,2,0,2,8,5,2007,2007,1,1,12,13,2,0.0,4,3,2,5,3,0,6,0.0,6,0.0,7.118826249062078,1234.0,1,5,1,4,7.1180162044653335,0.0,0.0,7.1180162044653335,0,0.0,2,0,3,0.6931471805599453,4,7,6,0,0,1,2007.0,2,2,484,3,3,2,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,0,4,1,0.0,1,2008,8,4,179900.0,7.811163385025279,2,1,1,0.6931471805599453,13,5.17210605541002,242.0,2.192079000647842,3.4339872044851463,0.0,0,0.6931471805599453,0.6931471805599453,0,12.100161978566867
34,2.995732273553991,3,4.248495242049359,9.26407069439715,1,1,0,3,0,4,0,12,2,2,0,2,5,5,1959,1959,3,1,3,3,2,0.0,3,3,1,3,3,3,5,6.926577033222725,6,0.0,5.942799375126701,1398.0,1,4,1,4,7.438383530044307,0.0,0.0,7.438383530044307,0,0.6931471805599453,1,1,4,0.6931471805599453,4,6,6,1,4,1,1959.0,2,2,447,3,3,2,0.0,3.6635616461296463,0.0,0.0,0.0,0.0,0,4,1,0.0,4,2010,8,4,165500.0,8.038512020976814,3,51,51,3.9512437185814275,10,5.646624060816253,223.5,1.8256871643528432,3.6635616461296463,0.0,1,0.6931471805599453,0.6931471805599453,0,12.016732516077072
35,4.787491742782046,3,4.0943445622221,8.89740886527095,1,1,3,3,0,4,0,16,2,2,4,2,9,5,2005,2005,3,1,8,8,1,5.5093883366279774,5,3,2,5,3,3,2,7.050989447068045,6,0.0,6.013715156042802,1561.0,1,5,1,4,7.353081920515432,0.0,0.0,7.353081920515432,1,0.0,2,0,2,0.6931471805599453,5,6,6,1,4,1,2005.0,0,2,556,3,3,2,5.318119993844216,3.871201010907891,0.0,0.0,0.0,0.0,0,4,1,0.0,8,2007,8,4,277500.0,8.046229101075378,3,2,2,1.0986122886681098,14,5.561322451287377,278.0,1.5443269447555192,5.5254529391317835,0.0,1,0.6931471805599453,0.6931471805599453,1,12.533579815765737
36,4.0943445622221,3,4.68213122712422,9.504352368122833,1,1,3,3,0,4,0,16,2,2,0,5,8,5,2004,2005,1,1,12,13,3,4.890349128221754,4,3,2,5,3,0,6,0.0,6,0.0,7.0192966537150445,1117.0,1,5,1,4,7.0317412587631285,7.186144304522325,0.0,7.804659297056102,0,0.0,3,1,4,0.6931471805599453,4,9,6,1,4,3,2004.0,0,3,691,3,3,2,4.736198448394496,3.4965075614664802,0.0,0.0,0.0,0.0,0,4,1,0.0,9,2006,8,4,309000.0,8.18004072349016,4,2,1,1.0986122886681098,13,5.607434719719882,230.33333333333334,1.6996930710667313,4.983606621708336,0.0,1,0.6931471805599453,0.6931471805599453,1,12.6410997921206
